OID_,MAX,Avg_Cap
1016,4.25,3.15
1017,3.25,3.15
1018,3.650000095,3.15
1019,3.650000095,3.15
1020,4.150000095,3.15
1021,4.050000191,3.15
1022,4.25,3.15
1023,4.650000095,3.15
1024,3.75,3.15
1025,4.050000191,3.15
1026,3.949999809,3.15
1027,4.150000095,3.15
1028,4.349999905,3.15
1029,4.650000095,3.15
1030,4.150000095,3.15
1031,3.849999905,3.15
1032,3.349999905,3.15
1033,4.050000191,3.15
1034,3.549999952,3.15
1035,3.75,3.15
1036,4.650000095,3.15
1037,3.75,3.15
1038,3.949999809,3.15
1039,4.25,3.15
1040,3.549999952,3.15
1041,3.849999905,3.15
1042,3.549999952,3.15
1043,4.150000095,3.15
1044,3.75,3.15
1045,4.349999905,3.15
1046,3.650000095,3.15
1047,4.25,3.15
1048,3.650000095,3.15
1049,3.25,3.15
1050,3.549999952,3.15
1051,3.650000095,3.15
1052,3.650000095,3.15
1053,4.150000095,3.15
1054,4.450000286,3.15
1055,3.849999905,3.15
1056,4.650000095,3.15
1057,3.650000095,3.15
1058,3.75,3.15
1059,3.25,3.15
1060,3.75,3.15
1061,4.450000286,3.15
1062,3.849999905,3.15
1063,3.849999905,3.15
1064,3.849999905,3.15
1065,4.050000191,3.15
1066,4.650000095,3.15
1067,4.25,3.15
1068,4.25,3.15
1069,3.75,3.15
1070,3.850000143,3.15
1071,3.650000095,3.15
1072,3.650000095,3.15
1073,3.650000095,3.15
1074,4.650000095,3.15
1075,4.050000191,3.15
1076,3.849999905,3.15
1077,3.650000095,3.15
1078,4.450000286,3.15
1079,4.050000191,3.15
1080,3.700000048,2.72
1081,3.5,2.72
1082,3.700000048,2.72
1083,3.5,2.72
1084,3.700000048,2.72
1085,3.700000048,2.72
1086,3.700000048,2.72
1087,3.700000048,2.72
1088,3.700000048,2.72
1089,3.5,2.72
1090,3.5,2.72
1091,3.5,2.72
1092,3.700000048,2.72
1093,3.700000048,2.72
1094,3.5,2.72
1095,3.700000048,2.72
1096,3.5,2.72
1097,3.700000048,2.72
1098,3.700000048,2.72
1099,3.700000048,2.72
1100,3.700000048,2.72
1101,3.5,2.72
1102,3.700000048,2.72
1103,3.5,2.72
1104,3.400000095,2.72
1105,3.400000095,2.72
1106,3.5,2.72
1107,3.5,2.72
1108,3.400000095,2.72
1109,3.700000048,2.72
1110,3.5,2.72
1111,3.700000048,2.72
1112,3.5,2.72
1113,3.200000048,2.72
1114,3.5,2.72
1115,3.5,2.72
1116,3.400000095,2.72
1117,3.099999905,2.72
1118,3.700000048,2.72
1119,3.5,2.72
1120,3.5,2.72
1121,3.5,2.72
1122,3.700000048,2.72
1123,3.400000095,2.72
1124,3.5,2.72
1125,3.5,2.72
1126,3.5,2.72
1127,3.5,2.72
1128,3.5,2.72
1129,3.700000048,2.72
1130,3.700000048,2.72
1131,3.5,2.72
1132,3.099999905,2.72
1133,3.200000048,2.72
1134,3.700000048,2.72
1135,3.5,2.72
1136,3.700000048,2.72
1137,3.5,2.72
1138,3.700000048,2.72
1139,3.5,2.72
1140,3.400000095,2.72
1141,3.400000095,2.72
1142,3.700000048,2.72
1143,3.700000048,2.72
1144,3.700000048,2.72
1145,3.700000048,2.72
1146,3.200000048,2.72
1147,3.700000048,2.72
1148,3.700000048,2.72
1149,3.400000095,2.72
1150,3.700000048,2.72
1151,3.299999952,2.72
1152,3.799999714,1
1153,3.900000095,1.5
1154,4.199999809,1.5
1155,4.199999809,1.5
1156,4.599999905,1.5
1157,3.900000095,1.5
1158,4.300000191,1.5
1159,4.300000191,1.5
1160,4.199999809,1.5
1161,3.900000095,1.5
1162,4.599999905,1.5
1163,4.199999809,1.5
1164,3.900000095,1.5
1165,4.599999905,1.5
1166,3.900000095,1.5
1167,4.599999905,1.5
1168,4.599999905,1.5
1169,4.300000191,1.5
1170,4.199999809,1.5
1171,4.599999905,1.5
1172,4.599999905,1.5
1173,4.300000191,1.5
1174,4.300000191,1.5
1175,4.199999809,1.5
1176,3.900000095,1.5
1177,4.300000191,1.5
1178,4.199999809,1.5
1179,4.300000191,1.5
1180,3.900000095,1.5
1181,4.199999809,1.5
1182,4.199999809,1.5
1183,4.300000191,1.5
1184,3.900000095,1.5
1185,4.300000191,1.5
1186,3.900000095,1.5
1187,4.599999905,1.5
1188,4.599999905,1.5
1189,4.300000191,1.5
1190,4.199999809,1.5
1191,4.199999809,1.5
1192,4.599999905,1.5
1193,4.199999809,1.5
1194,3.900000095,1.5
1195,3.900000095,1.5
1196,4.599999905,1.5
1197,4.199999809,1.5
1198,4.300000191,1.5
1199,4.599999905,1.5
1200,4.300000191,1.5
1201,3.900000095,1.5
1202,4.300000191,1.5
1203,3.900000095,1.5
1204,4.599999905,1.5
1205,4.199999809,1.5
1206,3.900000095,1.5
1207,4.199999809,1.5
1208,4.599999905,1.5
1209,3.900000095,1.5
1210,4.199999809,1.5
1211,4.300000191,1.5
1212,4.599999905,1.5
1213,3.900000095,1.5
1214,4.599999905,1.5
1215,3.900000095,1.5
1216,4.199999809,1.5
1217,4.599999905,1.5
1218,4.199999809,1.5
1219,4.199999809,1.5
1220,4.599999905,1.5
1221,4.599999905,1.5
1222,4.199999809,1.5
1223,4.300000191,1.5
1224,3.900000095,1.5
1225,4.300000191,1.5
1226,4.599999905,1.5
1227,4.199999809,1.5
1228,4.599999905,1.5
1229,4.199999809,1.5
1230,4.199999809,1.5
1231,4.599999905,1.5
1232,4.300000191,1.5
1233,3.900000095,1.5
1234,3.900000095,1.5
1235,3.900000095,1.5
1236,4.199999809,1.5
1237,4.199999809,1.5
1238,3.900000095,1.5
1239,4.300000191,1.5
1240,3.900000095,1.5
1241,4.199999809,1.5
1242,3.900000095,1.5
1243,4.300000191,1.5
1244,3.900000095,1.5
1245,4.599999905,1.5
1246,3.900000095,1.5
1247,4.199999809,1.5
1248,3.900000095,1.5
1249,4.599999905,1.5
1250,4.300000191,1.5
1251,4.599999905,1.5
1252,3.900000095,1.5
1253,4.050000191,2.3
1254,3.849999905,2.3
1255,4.25,2.3
1256,3.849999905,2.3
1257,4.25,2.3
1258,4.050000191,2.3
1259,4.050000191,2.3
1260,4.050000191,2.3
1261,4.050000191,2.3
1262,3.849999905,2.3
1263,4.050000191,2.3
1264,3.849999905,2.3
1265,4.050000191,2.3
1266,4.050000191,2.3
1267,4.25,2.3
1268,4.25,2.3
1269,4.050000191,2.3
1270,3.849999905,2.3
1271,3.849999905,2.3
1272,4.050000191,2.3
1273,4.25,2.3
1274,4.25,2.3
1275,4.050000191,2.3
1276,3.849999905,2.3
1277,4.050000191,2.3
1278,3.849999905,2.3
1279,3.849999905,2.3
1280,4.050000191,2.3
1281,4.050000191,2.3
1282,3.849999905,2.3
1283,3.849999905,2.3
1284,3.849999905,2.3
1285,4.050000191,2.3
1286,4.25,2.3
1287,4.050000191,2.3
1288,4.050000191,2.3
1289,4.650000095,2.3
1290,4.450000286,2.3
1291,3.849999905,2.3
1292,4.650000095,2.3
1293,3.849999905,2.3
1294,4.050000191,2.3
1295,4.050000191,2.3
1296,3.949999809,2
1297,4.199999809,1.6
1298,4.550000191,1.6
1299,4.599999905,1.6
1300,4.350000381,1.6
1301,3.799999714,1.6
1302,4.350000381,1.6
1303,4.599999905,1.6
1304,3.950000048,1.6
1305,3.999999762,1.6
1306,4.350000381,1.6
1307,4.599999905,1.6
1308,4.150000095,1.6
1309,4.199999809,1.6
1310,4.150000095,1.6
1311,4.25,1.6
1312,4.599999905,1.6
1313,4.350000381,1.6
1314,3.75,1.6
1315,4.150000095,1.6
1316,4.150000095,1.6
1317,4.350000381,1.6
1318,4.150000095,1.6
1319,3.950000048,1.6
1320,3.75,1.6
1321,4.25,1.6
1322,4.550000191,1.6
1323,4.599999905,1.6
1324,4.25,1.6
1325,4.350000381,1.6
1326,4.199999809,1.6
1327,4.350000381,1.6
1328,4.150000095,1.6
1329,3.950000048,1.6
1330,3.549999952,1.6
1331,4.550000191,1.6
1332,4.199999809,1.6
1333,3.849999905,1.6
1334,4.550000191,1.6
1335,4.350000381,1.6
1336,4.150000095,1.6
1337,4.199999809,1.6
1338,4.599999905,1.6
1339,3.950000048,1.6
1340,4.150000095,1.6
1341,4.350000381,1.6
1342,4.599999905,1.6
1343,4.150000095,1.6
1344,3.849999905,1.6
1345,4.350000381,1.6
1346,3.950000048,1.6
1347,4.350000381,1.6
1348,4.050000191,1.6
1349,4.150000095,1.6
1350,4.550000191,1.6
1351,4.199999809,1.6
1352,4.350000381,1.6
1353,4.550000191,1.6
1354,4.150000095,1.6
1355,4.350000381,1.6
1356,4.199999809,1.6
1357,4.350000381,1.6
1358,4.550000191,1.6
1359,3.950000048,1.6
1360,4.150000095,1.6
1361,4.199999809,1.6
1362,3.849999905,1.6
1363,3.799999714,1.6
1364,3.75,1.6
1365,3.950000048,1.6
1366,4.400000095,1.6
1367,3.849999905,1.6
1368,4.150000095,1.6
1369,4.550000191,1.6
1370,3.75,1.6
1371,4.599999905,1.6
1372,4.150000095,1.6
1373,3.849999905,1.6
1374,3.75,1.6
1375,3.75,1.6
1376,4.599999905,1.6
1377,4.599999905,1.6
1378,3.950000048,1.6
1379,4.150000095,1.6
1380,3.950000048,1.6
1381,4.550000191,1.6
1382,3.75,1.6
1383,3.849999905,1.6
1384,3.75,1.6
1385,3.75,1.6
1386,3.950000048,1.6
1387,4.150000095,1.6
1388,4.550000191,1.6
1389,3.849999905,1.6
1390,4.25,1.6
1391,4.599999905,1.6
1392,3.75,1.6
1393,4.199999809,1.6
1394,4.550000191,1.6
1395,3.950000048,1.6
1396,3.75,1.6
1397,3.999999762,1.6
1398,3.75,1.6
1399,4.199999809,1.6
1400,3.950000048,1.6
1401,4.25,1.6
1402,3.75,1.6
1403,3.849999905,1.6
1404,3.950000048,1.6
1405,4.550000191,1.6
1406,4.150000095,1.6
1407,4.199999809,1.6
1408,4.599999905,1.6
1409,4.150000095,1.6
1410,4.550000191,1.6
1411,4.199999809,1.6
1412,4.350000381,1.6
1413,4.050000191,1.6
1414,3.849999905,1.6
1415,3.849999905,1.6
1416,4.550000191,1.6
1417,3.75,1.6
1418,3.849999905,1.6
1419,3.849999905,1.6
1420,4.199999809,1.6
1421,4.150000095,1.6
1422,4.350000381,1.6
1423,4.150000095,1.6
1424,3.950000048,1.6
1425,4.199999809,1.6
1426,4.550000191,1.6
1427,4.400000095,1.6
1428,4.199999809,1.6
1429,4.199999809,1.6
1430,3.849999905,1.6
1431,4.550000191,1.6
1432,4.25,1.6
1433,4.150000095,1.6
1434,3.950000048,1.6
1435,3.75,1.6
1436,3.950000048,1.6
1437,4.350000381,1.6
1438,4.050000191,1.6
1439,3.950000048,1.6
1440,4.350000381,1.6
1441,4.199999809,1.6
1442,3.849999905,1.6
1443,4.150000095,1.6
1444,4.400000095,1.6
1445,4.350000381,1.6
1446,4.599999905,1.6
1447,4.199999809,1.6
1448,4.150000095,1.6
1449,3.75,1.6
1450,4.599999905,1.6
1451,4.350000381,1.6
1452,3.950000048,1.6
1453,4.150000095,1.6
1454,4.350000381,1.6
1455,4.150000095,1.6
1456,3.950000048,1.6
1457,4.599999905,1.6
1458,4.400000095,1.6
1459,4.350000381,1.6
1460,4.350000381,1.6
1461,4.350000381,1.6
1462,3.75,1.6
1463,4.150000095,1.6
1464,4.150000095,1.6
1465,4.350000381,1.6
1466,4.199999809,1.6
1467,3.799999714,1.6
1468,4.199999809,1.6
1469,3.75,1.6
1470,4.150000095,1.6
1471,4.350000381,1.6
1472,4.150000095,1.6
1473,4.550000191,1.6
1474,3.950000048,1.6
1475,4.150000095,1.6
1476,3.950000048,1.6
1477,4.150000095,1.6
1478,4.199999809,1.6
1479,4.400000095,1.6
1480,3.950000048,1.6
1481,3.950000048,1.6
1482,4.199999809,1.6
1483,3.75,1.6
1484,4.400000095,1.6
1485,4.599999905,1.6
1486,4.25,1.6
1487,4.25,1.6
1488,4.350000381,1.6
1489,4.400000095,1.6
1490,4.599999905,1.6
1491,4.350000381,1.6
1492,3.75,1.6
1493,4.25,1.6
1494,3.75,1.6
1495,4.599999905,1.6
1496,3.849999905,1.6
1497,4.550000191,1.6
1498,4.150000095,1.6
1499,4.25,1.6
1500,3.75,1.6
1501,4.199999809,1.6
1502,4.150000095,1.6
1503,4.550000191,1.6
1504,4.150000095,1.6
1505,4.550000191,1.6
1506,3.950000048,1.6
1507,3.950000048,1.6
1508,4.25,1.6
1509,3.849999905,1.6
1510,4.199999809,1.6
1511,3.950000048,1.6
1512,4.050000191,1.6
1513,4.599999905,1.6
1514,4.550000191,1.6
1515,4.599999905,1.6
1516,4.050000191,1.6
1517,4.150000095,1.6
1518,4.199999809,1.6
1519,3.950000048,1.6
1520,4.550000191,1.6
1521,4.25,1.6
1522,4.350000381,1.6
1523,3.75,1.6
1524,4.050000191,1.6
1525,3.950000048,1.6
1526,4.050000191,1.6
1527,4.050000191,1.6
1528,4.150000095,1.6
1529,4.400000095,1.6
1530,4.150000095,1.6
1531,4.150000095,1.6
1532,4.150000095,1.6
1533,3.950000048,1.6
1534,3.999999762,1.6
1535,4.599999905,1.6
1536,4.550000191,1.6
1537,4.150000095,1.6
1538,4.350000381,1.6
1539,3.849999905,1.6
1540,4.150000095,1.6
1541,4.199999809,1.6
1542,4.350000381,1.6
1543,4.550000191,1.6
1544,4.199999809,1.6
1545,4.550000191,1.6
1546,4.150000095,1.6
1547,4.150000095,1.6
1548,4.350000381,1.6
1549,4.199999809,1.6
1550,4.350000381,1.6
1551,4.150000095,1.6
1552,4.550000191,1.6
1553,3.75,1.6
1554,3.999999762,1.6
1555,4.400000095,1.6
1556,4.550000191,1.6
1557,4.150000095,1.6
1558,4.550000191,1.6
1559,4.150000095,1.6
1560,4.25,1.6
1561,3.75,1.6
1562,4.150000095,1.6
1563,4.550000191,1.6
1564,3.75,1.6
1565,4.550000191,1.6
1566,4.150000095,1.6
1567,3.950000048,1.6
1568,4.150000095,1.6
1569,3.950000048,1.6
1570,4.25,1.6
1571,4.150000095,1.6
1572,4.150000095,1.6
1573,3.950000048,1.6
1574,3.950000048,1.6
1575,3.349999905,1.6
1576,4.550000191,1.6
1577,4.150000095,1.6
1578,4.150000095,1.6
1579,3.75,1.6
1580,3.75,1.6
1581,3.950000048,1.6
1582,3.75,1.6
1583,3.75,1.6
1584,3.549999952,1.6
1585,4.150000095,1.6
1586,4.150000095,1.6
1587,3.75,1.6
1588,4.150000095,1.6
1589,3.75,1.6
1590,3.599999905,2.064516129
1591,4.100000381,2.064516129
1592,3.799999952,2.064516129
1593,4,2.064516129
1594,3.599999905,2.064516129
1595,4.300000191,2.064516129
1596,3.600000143,2.064516129
1597,3.200000048,2.064516129
1598,3.400000095,2.064516129
1599,3.400000095,2.064516129
1600,3.799999952,2.064516129
1601,3.799999952,2.064516129
1602,3.599999905,2.064516129
1603,4,2.064516129
1604,4.100000381,2.064516129
1605,3.599999905,2.064516129
1606,3.700000048,2.064516129
1607,3.900000095,2.064516129
1608,4,2.064516129
1609,3.599999905,2.064516129
1610,3.599999905,2.064516129
1611,3.400000095,2.064516129
1612,3.200000048,2.064516129
1613,4.100000381,2.064516129
1614,4.300000191,2.064516129
1615,3.5,2.064516129
1616,4,2.064516129
1617,4,2.064516129
1618,3.599999905,2.064516129
1619,3.799999952,2.064516129
1620,4,2.064516129
1621,3.400000095,2.064516129
1622,3.5,2.064516129
1623,3.5,2.064516129
1624,3.400000095,2.064516129
1625,4,2.064516129
1626,4,2.064516129
1627,3.5,2.064516129
1628,3.599999905,2.064516129
1629,3.599999905,2.064516129
1630,4,2.064516129
1631,3.600000143,2.064516129
1632,4,2.064516129
1633,3.599999905,2.064516129
1634,4,2.064516129
1635,3.599999905,2.064516129
1636,3.799999952,2.064516129
1637,3.900000095,2.064516129
1638,4,2.064516129
1639,4,2.064516129
1640,4,2.064516129
1641,3.5,2.064516129
1642,3.400000095,2.064516129
1643,4.300000191,2.064516129
1644,3.799999952,2.064516129
1645,4,2.064516129
1646,3.700000048,2.064516129
1647,4,2.064516129
1648,3.700000048,2.064516129
1649,3.200000048,2.064516129
1650,4,2.064516129
1651,3.599999905,2.064516129
1652,4.350000381,2
1653,4.350000381,2
1654,4.550000191,2
1655,4.550000191,2
1656,4.350000381,2
1657,4.150000095,2
1658,4.25,2.5
1659,3.849999905,2.5
1660,4.25,2.5
1661,4.350000381,2
1662,3.449999809,2.5
1663,4.150000095,2
1664,4.25,2.5
1665,3.649999857,2.5
1666,3.950000048,2
1667,4.550000191,2
1668,4.350000381,2
1669,4.350000381,2.5
1670,4.25,2.5
1671,3.849999905,2.5
1672,4.150000095,2.5
1673,3.849999905,2.5
1674,4.350000381,2.5
1675,4.150000095,2
1676,3.450000048,2.5
1677,3.950000048,2.5
1678,4.350000381,2.5
1679,4.150000095,2.5
1680,4.350000381,2.5
1681,4.050000191,2.5
1682,4.150000095,2
1683,4.350000381,2
1684,4.350000381,2
1685,4.350000381,2
1686,4.550000191,2
1687,4.050000191,2.5
1688,4.25,2.5
1689,4.25,2.5
1690,3.849999905,2.5
1691,4.150000095,2
1692,4.349999905,2
1693,4.349999905,2
1694,3.849999905,0.66
1695,4.050000191,0.66
1696,3.849999905,0.66
1697,3.849999905,0.66
1698,4.050000191,0.66
1699,4.050000191,0.66
1700,4.050000191,0.66
1701,3.849999905,0.66
1702,4.25,0.66
1703,3.849999905,0.66
1704,4.050000191,0.66
1705,3.849999905,0.66
1706,3.849999905,0.66
1707,4.25,0.66
1708,4.050000191,0.66
1709,4.25,0.66
1710,4.050000191,0.66
1711,4.050000191,0.66
1712,4.050000191,0.66
1713,3.849999905,0.66
1714,3.75,0.66
1715,3.849999905,0.66
1716,4.050000191,0.66
1717,4.050000191,0.66
1718,4.050000191,0.66
1719,4.050000191,0.66
1720,3.849999905,0.66
1721,3.849999905,0.66
1722,4.050000191,0.66
1723,3.849999905,0.66
1724,4.050000191,0.66
1725,4.050000191,0.66
1726,4.050000191,0.66
1727,4.050000191,0.66
1728,3.849999905,0.66
1729,3.849999905,0.66
1730,4.050000191,0.66
1731,4.050000191,0.66
1732,4.050000191,0.66
1733,3.849999905,0.66
1734,3.549999952,0.66
1735,3.849999905,0.66
1736,4.25,0.66
1737,4.050000191,0.66
1738,3.849999905,0.66
1739,3.849999905,0.66
1740,4.050000191,0.66
1741,3.849999905,0.66
1742,3.75,0.66
1743,3.849999905,0.66
1744,3.849999905,0.66
1745,4.050000191,0.66
1746,4.25,0.66
1747,3.849999905,0.66
1748,3.75,0.66
1749,4.050000191,0.66
1750,4.050000191,0.66
1751,3.849999905,0.66
1752,4.450000286,0.66
1753,4.050000191,0.66
1754,4.050000191,0.66
1755,4.050000191,0.66
1756,3.549999952,0.66
1757,4.050000191,0.66
1758,3.849999905,0.66
1759,3.849999905,0.66
1760,3.849999905,0.66
1761,4.450000286,0.66
1762,4.450000286,0.66
1763,4.050000191,0.66
1764,4.050000191,0.66
1765,4.050000191,0.66
1766,4.050000191,0.66
1767,4.050000191,0.66
1768,4.25,0.66
1769,3.849999905,0.66
1770,3.849999905,0.66
1771,4.050000191,0.66
1772,3.849999905,0.66
1773,3.549999952,0.66
1774,4.050000191,0.66
1775,4.050000191,0.66
1776,4.050000191,0.66
1777,4.050000191,0.66
1778,3.849999905,0.66
1779,4.050000191,0.66
1780,3.849999905,0.66
1781,3.849999905,0.66
1782,4.050000191,0.66
1783,4.050000191,0.66
1784,4.050000191,0.66
1785,4.650000095,0.66
1786,4.050000191,0.66
1787,3.849999905,0.66
1788,4.050000191,0.66
1789,4.050000191,0.66
1790,3.849999905,0.66
1791,4.050000191,0.66
1792,3.75,0.66
1793,4.050000191,0.66
1794,3.549999952,0.66
1795,4.050000191,0.66
1796,4.050000191,0.66
1797,4.050000191,0.66
1798,4.050000191,0.66
1799,4.050000191,0.66
1800,4.050000191,0.66
1801,3.849999905,0.66
1802,4.050000191,0.66
1803,3.849999905,0.66
1804,3.75,0.66
1805,4.050000191,0.66
1806,4.050000191,0.66
1807,3.849999905,0.66
1808,4.050000191,0.66
1809,4.25,0.66
1810,4.050000191,0.66
1811,3.849999905,0.66
1812,3.849999905,0.66
1813,4.050000191,0.66
1814,3.849999905,0.66
1815,4.25,0.66
1816,3.849999905,0.66
1817,3.849999905,0.66
1818,4.050000191,0.66
1819,4.050000191,0.66
1820,3.849999905,0.66
1821,4.25,0.66
1822,3.849999905,0.66
1823,4.050000191,0.66
1824,3.849999905,0.66
1825,4.25,0.66
1826,3.549999952,0.66
1827,4.050000191,0.66
1828,4.050000191,0.66
1829,3.849999905,0.66
1830,4.050000191,0.66
1831,4.050000191,0.66
1832,4.050000191,0.66
1833,3.75,0.66
1834,4.25,0.66
1835,3.849999905,0.66
1836,3.849999905,0.66
1837,4.050000191,0.66
1838,4.050000191,0.66
1839,4.050000191,0.66
1840,4.050000191,0.66
1841,3.849999905,0.66
1842,4.050000191,0.66
1843,4.050000191,0.66
1844,3.849999905,0.66
1845,4.650000095,0.66
1846,4.650000095,0.66
1847,3.849999905,0.66
1848,3.849999905,0.66
1849,3.849999905,0.66
1850,4.050000191,0.66
1851,4.050000191,0.66
1852,4.050000191,0.66
1853,4.050000191,0.66
1854,3.849999905,0.66
1855,4.050000191,0.66
1856,4.050000191,0.66
1857,4.050000191,0.66
1858,3.849999905,0.66
1859,4.050000191,0.66
1860,4.050000191,0.66
1861,4.050000191,0.66
1862,4.050000191,0.66
1863,3.849999905,0.66
1864,3.799999714,1.25
1865,4.199999809,1.25
1866,3.799999714,1.25
1867,3.999999762,1.25
1868,3.999999762,1.25
1869,4.400000095,1.25
1870,3.799999714,1.25
1871,3.799999714,1.25
1872,3.799999714,1.25
1873,3.799999714,1.25
1874,2.599999905,2.767522936
1875,3.300000191,2.767522936
1876,3.200000048,2.767522936
1877,3.400000095,2.767522936
1878,3.400000095,2.767522936
1879,2.799999952,2.767522936
1880,3.400000095,2.767522936
1881,3.600000143,2.767522936
1882,3.200000048,2.767522936
1883,3.400000095,2.767522936
1884,3.700000048,2.767522936
1885,3.400000095,2.767522936
1886,3.000000238,2.767522936
1887,3.000000238,2.767522936
1888,3.299999952,2.767522936
1889,3.000000238,2.767522936
1890,3.200000286,2.767522936
1891,3.200000286,2.767522936
1892,3.600000143,2.767522936
1893,3.000000238,2.767522936
1894,3.299999952,2.767522936
1895,3.000000238,2.767522936
1896,3.200000048,2.767522936
1897,3.400000095,2.767522936
1898,3.400000095,2.767522936
1899,3.100000143,2.767522936
1900,2.900000095,2.767522936
1901,3,2.767522936
1902,2.800000191,2.767522936
1903,2.5,2.767522936
1904,2.800000191,2.767522936
1905,3.400000095,2.767522936
1906,3.600000143,2.767522936
1907,3.400000095,2.767522936
1908,3.200000048,2.767522936
1909,3.300000191,2.767522936
1910,3,2.767522936
1911,3.200000048,2.767522936
1912,3.799999952,2.767522936
1913,3.400000095,2.767522936
1914,3.400000095,2.767522936
1915,3.200000048,2.767522936
1916,2.799999952,2.767522936
1917,2.799999952,2.767522936
1918,3.000000238,2.767522936
1919,3.200000048,2.767522936
1920,3.400000095,2.767522936
1921,3.200000048,2.767522936
1922,3,2.767522936
1923,2.800000191,2.767522936
1924,3.700000048,2.767522936
1925,3.200000048,2.767522936
1926,3.000000238,2.767522936
1927,3.200000048,2.767522936
1928,3.400000095,2.767522936
1929,2.600000143,2.767522936
1930,3,2.767522936
1931,2.799999952,2.767522936
1932,3.200000048,2.767522936
1933,3.599999905,2.767522936
1934,3.200000048,2.767522936
1935,3.200000048,2.767522936
1936,2.799999952,2.767522936
1937,3.400000095,2.767522936
1938,3.200000286,2.767522936
1939,3.000000238,2.767522936
1940,3.200000048,2.767522936
1941,3.200000048,2.767522936
1942,3.400000095,2.767522936
1943,3.000000238,2.767522936
1944,3.400000095,2.767522936
1945,3.400000095,2.767522936
1946,3.200000048,2.767522936
1947,2.799999952,2.767522936
1948,3.200000048,2.767522936
1949,3.200000048,2.767522936
1950,2.800000191,2.767522936
1951,3,2.767522936
1952,3.400000095,2.767522936
1953,3.200000048,2.767522936
1954,3.400000095,2.767522936
1955,3.400000095,2.767522936
1956,3.000000238,2.767522936
1957,3.400000095,2.767522936
1958,3.200000048,2.767522936
1959,3.000000238,2.767522936
1960,2.800000191,2.767522936
1961,3.200000048,2.767522936
1962,2.400000095,2.767522936
1963,3.099999905,2.767522936
1964,3.400000095,2.767522936
1965,3.200000048,2.767522936
1966,2.600000143,2.767522936
1967,3.400000095,2.767522936
1968,3,2.767522936
1969,3.200000048,2.767522936
1970,2.800000191,2.767522936
1971,2.400000095,2.767522936
1972,3.400000095,2.767522936
1973,3.100000143,2.767522936
1974,2.800000191,2.767522936
1975,2.800000191,2.767522936
1976,3.400000095,2.767522936
1977,3.200000048,2.767522936
1978,3.200000048,2.767522936
1979,3.200000048,2.767522936
1980,2.800000191,2.767522936
1981,3.400000095,2.767522936
1982,3.549999952,4.8
1983,4.050000191,4.8
1984,4.050000191,4.8
1985,3.849999905,4.8
1986,4.050000191,4.8
1987,4.050000191,4.8
1988,3.75,4.8
1989,4.050000191,4.8
1990,3.949999809,4.8
1991,3.549999952,4.8
1992,3.549999952,4.8
1993,4.150000095,4.8
1994,3.75,4.8
1995,3.549999952,4.8
1996,4.050000191,4.8
1997,3.949999809,4.8
1998,4.050000191,4.8
1999,4.050000191,4.8
2000,4.050000191,4.8
2001,3.75,4.8
2002,4.050000191,4.8
2003,3.75,4.8
2004,4.050000191,4.8
2005,4.050000191,4.8
2006,4.25,4.8
2007,4.050000191,4.8
2008,3.549999952,4.8
2009,3.75,4.8
2010,4.050000191,4.8
